V1,V2,weight,V4
Metz_2011_0768_0773,Metz_2011_0582,1.953,chembl
Metz_2011_0792,Metz_2011_0582,1.491,chembl
Metz_2011_0630,Metz_2011_0582,1.5594,chembl
Metz_2011_0622,Metz_2011_0582,1.4634,chembl
Metz_2011_0600,Metz_2011_0582,1.4136,chembl
Metz_2011_0605,Metz_2011_0582,1.554,chembl
Metz_2011_0631,Metz_2011_0582,1.5702,chembl
Metz_2011_0789,Metz_2011_0582,1.5696,chembl
Metz_2011_0621,Metz_2011_0582,1.3518,chembl
Metz_2011_0628,Metz_2011_0582,1.4016,chembl
Metz_2011_0625,Metz_2011_0582,1.3512,chembl
Metz_2011_0590,Metz_2011_0582,1.353,chembl
Metz_2011_0794,Metz_2011_0582,1.5384,chembl
Metz_2011_0610,Metz_2011_0582,1.3686,chembl
Metz_2011_0767,Metz_2011_0583,2.346,chembl
Metz_2011_0768_0773,Metz_2011_0583,2.1576,chembl
Metz_2011_0584,Metz_2011_0583,2.2356,chembl
Metz_2011_0585_0589,Metz_2011_0583,1.8402,chembl
Metz_2011_0619,Metz_2011_0583,1.8726,chembl
Metz_2011_0631,Metz_2011_0583,1.7688,chembl
Metz_2011_0601,Metz_2011_0583,1.9044,chembl
Metz_2011_0628,Metz_2011_0583,1.4538,chembl
Metz_2011_0600,Metz_2011_0583,1.4988,chembl
Metz_2011_0789,Metz_2011_0583,1.7304,chembl
Metz_2011_0794,Metz_2011_0583,1.71,chembl
Metz_2011_0617,Metz_2011_0583,1.4316,chembl
Metz_2011_0610,Metz_2011_0583,1.3824,chembl
Metz_2011_0605,Metz_2011_0583,1.4712,chembl
Metz_2011_0793,Metz_2011_0583,1.3854,chembl
Metz_2011_0590,Metz_2011_0583,1.362,chembl
Metz_2011_0630,Metz_2011_0583,1.3494,chembl
Metz_2011_0585_0589,Metz_2011_0584,2.1114,chembl
Metz_2011_0767,Metz_2011_0584,2.1252,chembl
Metz_2011_0619,Metz_2011_0584,1.9698,chembl
Metz_2011_0768_0773,Metz_2011_0584,2.0304,chembl
Metz_2011_0792,Metz_2011_0584,1.377,chembl
Metz_2011_0630,Metz_2011_0584,1.4922,chembl
Metz_2011_0601,Metz_2011_0584,1.848,chembl
Metz_2011_0631,Metz_2011_0584,1.6872,chembl
Metz_2011_0789,Metz_2011_0584,1.6692,chembl
Metz_2011_0610,Metz_2011_0584,1.4412,chembl
Metz_2011_0622,Metz_2011_0584,1.4142,chembl
Metz_2011_0609,Metz_2011_0584,1.368,chembl
Metz_2011_0621,Metz_2011_0584,1.3578,chembl
Metz_2011_0880,Metz_2011_0584,1.4124,chembl
Metz_2011_0600,Metz_2011_0584,1.4184,chembl
Metz_2011_0617,Metz_2011_0584,1.4484,chembl
Metz_2011_0893,Metz_2011_0584,1.3908,chembl
Metz_2011_0794,Metz_2011_0584,1.6296,chembl
Metz_2011_0628,Metz_2011_0584,1.3902,chembl
Metz_2011_0765,Metz_2011_0584,1.3542,chembl
Metz_2011_0605,Metz_2011_0584,1.4796,chembl
Metz_2011_0793,Metz_2011_0584,1.3854,chembl
Metz_2011_0841,Metz_2011_0584,1.3566,chembl
Metz_2011_0590,Metz_2011_0584,1.3932,chembl
Metz_2011_0767,Metz_2011_0585_0589,1.8582,chembl
Metz_2011_0619,Metz_2011_0585_0589,1.761,chembl
Metz_2011_0605,Metz_2011_0585_0589,1.9548,chembl
Metz_2011_0768_0773,Metz_2011_0585_0589,1.737,chembl
Metz_2011_0601,Metz_2011_0585_0589,1.7052,chembl
Metz_2011_0617,Metz_2011_0585_0589,1.5558,chembl
Metz_2011_0631,Metz_2011_0585_0589,1.5618,chembl
Metz_2011_0600,Metz_2011_0585_0589,1.4328,chembl
Metz_2011_0765,Metz_2011_0585_0589,1.3518,chembl
Metz_2011_0792,Metz_2011_0585_0589,1.3674,chembl
Metz_2011_0630,Metz_2011_0585_0589,1.4778,chembl
Metz_2011_0628,Metz_2011_0585_0589,1.482,chembl
Metz_2011_0610,Metz_2011_0585_0589,1.4382,chembl
Metz_2011_0789,Metz_2011_0585_0589,1.5636,chembl
Metz_2011_0622,Metz_2011_0585_0589,1.3974,chembl
Metz_2011_0590,Metz_2011_0585_0589,1.3914,chembl
Metz_2011_0609,Metz_2011_0585_0589,1.3698,chembl
Metz_2011_0621,Metz_2011_0585_0589,1.3518,chembl
Metz_2011_0625,Metz_2011_0585_0589,1.3668,chembl
Metz_2011_0793,Metz_2011_0585_0589,1.371,chembl
Metz_2011_0794,Metz_2011_0585_0589,1.5264,chembl
Metz_2011_0602,Metz_2011_0586,1.6278,chembl
Metz_2011_0603,Metz_2011_0590,2.2374,chembl
Metz_2011_0600,Metz_2011_0590,1.824,chembl
Metz_2011_0767,Metz_2011_0590,1.3806,chembl
Metz_2011_0793,Metz_2011_0590,1.47,chembl
Metz_2011_0601,Metz_2011_0590,1.4106,chembl
Metz_2011_0789,Metz_2011_0590,1.4844,chembl
Metz_2011_0794,Metz_2011_0590,1.4364,chembl
Metz_2011_0608,Metz_2011_0598_0627,1.9524,chembl
Metz_2011_0788,Metz_2011_0598_0627,1.7292,chembl
Metz_2011_0762,Metz_2011_0598_0627,1.4328,chembl
Metz_2011_0602,Metz_2011_0598_0627,1.5384,chembl
Metz_2011_0784,Metz_2011_0598_0627,1.3506,chembl
Metz_2011_0603,Metz_2011_0600,2.3388,chembl
Metz_2011_0605,Metz_2011_0600,1.6284,chembl
Metz_2011_0601,Metz_2011_0600,1.5606,chembl
Metz_2011_0767,Metz_2011_0600,1.506,chembl
Metz_2011_0628,Metz_2011_0600,1.4424,chembl
Metz_2011_0602,Metz_2011_0600,1.3602,chembl
Metz_2011_0765,Metz_2011_0600,1.362,chembl
Metz_2011_0615,Metz_2011_0600,1.4196,chembl
Metz_2011_0621,Metz_2011_0600,1.437,chembl
Metz_2011_0622,Metz_2011_0600,1.461,chembl
Metz_2011_0619,Metz_2011_0600,1.3518,chembl
Metz_2011_0768_0773,Metz_2011_0600,1.3764,chembl
Metz_2011_0617,Metz_2011_0600,1.359,chembl
Metz_2011_0625,Metz_2011_0600,1.3788,chembl
Metz_2011_0613,Metz_2011_0600,1.3536,chembl
Metz_2011_0619,Metz_2011_0601,1.9758,chembl
Metz_2011_0617,Metz_2011_0601,1.7148,chembl
Metz_2011_0605,Metz_2011_0601,1.8702,chembl
Metz_2011_0628,Metz_2011_0601,1.6476,chembl
Metz_2011_0767,Metz_2011_0601,1.8732,chembl
Metz_2011_0768_0773,Metz_2011_0601,1.8798,chembl
Metz_2011_0630,Metz_2011_0601,1.5276,chembl
Metz_2011_0622,Metz_2011_0601,1.4574,chembl
Metz_2011_0765,Metz_2011_0601,1.3962,chembl
Metz_2011_0792,Metz_2011_0601,1.362,chembl
Metz_2011_0603,Metz_2011_0601,1.3584,chembl
Metz_2011_0613,Metz_2011_0601,1.3704,chembl
Metz_2011_0610,Metz_2011_0601,1.3764,chembl
Metz_2011_0631,Metz_2011_0601,1.632,chembl
Metz_2011_0789,Metz_2011_0601,1.5216,chembl
Metz_2011_0794,Metz_2011_0601,1.494,chembl
Metz_2011_0628,Metz_2011_0602,1.4058,chembl
Metz_2011_0603,Metz_2011_0602,1.3686,chembl
Metz_2011_0793,Metz_2011_0602,1.3716,chembl
Metz_2011_0605,Metz_2011_0603,1.419,chembl
Metz_2011_0789,Metz_2011_0603,1.4118,chembl
Metz_2011_0794,Metz_2011_0603,1.3506,chembl
Metz_2011_0628,Metz_2011_0605,1.9332,chembl
Metz_2011_0617,Metz_2011_0605,1.4064,chembl
Metz_2011_0619,Metz_2011_0605,1.443,chembl
Metz_2011_0625,Metz_2011_0605,1.4298,chembl
Metz_2011_0621,Metz_2011_0605,1.44,chembl
Metz_2011_0767,Metz_2011_0605,1.47,chembl
Metz_2011_0613,Metz_2011_0605,1.4808,chembl
Metz_2011_0622,Metz_2011_0605,1.4586,chembl
Metz_2011_0609,Metz_2011_0605,1.3926,chembl
Metz_2011_0631,Metz_2011_0605,1.4148,chembl
Metz_2011_0788,Metz_2011_0608,1.7676,chembl
Metz_2011_0610,Metz_2011_0609,2.5056,chembl
Metz_2011_0630,Metz_2011_0609,2.2776,chembl
Metz_2011_0628,Metz_2011_0609,1.5234,chembl
Metz_2011_0625,Metz_2011_0609,1.6104,chembl
Metz_2011_0621,Metz_2011_0609,1.581,chembl
Metz_2011_0622,Metz_2011_0609,1.6026,chembl
Metz_2011_0615,Metz_2011_0609,1.4364,chembl
Metz_2011_0632,Metz_2011_0609,1.4502,chembl
Metz_2011_0617,Metz_2011_0609,1.5576,chembl
Metz_2011_0630,Metz_2011_0610,2.6334,chembl
Metz_2011_0632,Metz_2011_0610,1.7154,chembl
Metz_2011_0628,Metz_2011_0610,1.5024,chembl
Metz_2011_0793,Metz_2011_0610,1.5492,chembl
Metz_2011_0631,Metz_2011_0610,1.5306,chembl
Metz_2011_0621,Metz_2011_0610,1.5492,chembl
Metz_2011_0622,Metz_2011_0610,1.5768,chembl
Metz_2011_0625,Metz_2011_0610,1.521,chembl
Metz_2011_0615,Metz_2011_0610,1.3944,chembl
Metz_2011_0617,Metz_2011_0610,1.6206,chembl
Metz_2011_0615,Metz_2011_0611,1.4202,chembl
Metz_2011_0615,Metz_2011_0613,1.716,chembl
Metz_2011_0621,Metz_2011_0613,1.497,chembl
Metz_2011_0625,Metz_2011_0613,1.4724,chembl
Metz_2011_0617,Metz_2011_0613,1.4124,chembl
Metz_2011_0622,Metz_2011_0613,1.4334,chembl
Metz_2011_0628,Metz_2011_0613,1.3776,chembl
Metz_2011_0768_0773,Metz_2011_0615,1.3914,chembl
Metz_2011_0617,Metz_2011_0615,1.4616,chembl
Metz_2011_0625,Metz_2011_0615,1.5024,chembl
Metz_2011_0621,Metz_2011_0615,1.4526,chembl
Metz_2011_0622,Metz_2011_0615,1.4358,chembl
Metz_2011_0632,Metz_2011_0615,1.4406,chembl
Metz_2011_0630,Metz_2011_0615,1.3494,chembl
Metz_2011_0619,Metz_2011_0617,1.6188,chembl
Metz_2011_0630,Metz_2011_0617,1.788,chembl
Metz_2011_0625,Metz_2011_0617,1.5012,chembl
Metz_2011_0622,Metz_2011_0617,1.4856,chembl
Metz_2011_0765,Metz_2011_0617,1.5114,chembl
Metz_2011_0621,Metz_2011_0617,1.3956,chembl
Metz_2011_0768_0773,Metz_2011_0617,1.3998,chembl
Metz_2011_0767,Metz_2011_0619,1.806,chembl
Metz_2011_0768_0773,Metz_2011_0619,1.827,chembl
Metz_2011_0792,Metz_2011_0619,1.3962,chembl
Metz_2011_0631,Metz_2011_0619,1.65,chembl
Metz_2011_0630,Metz_2011_0619,1.4904,chembl
Metz_2011_0622,Metz_2011_0619,1.3998,chembl
Metz_2011_0789,Metz_2011_0619,1.4322,chembl
Metz_2011_0794,Metz_2011_0619,1.4058,chembl
Metz_2011_0622,Metz_2011_0621,2.3802,chembl
Metz_2011_0625,Metz_2011_0621,2.2626,chembl
Metz_2011_0628,Metz_2011_0621,1.4904,chembl
Metz_2011_0630,Metz_2011_0621,1.5378,chembl
Metz_2011_0632,Metz_2011_0621,1.9254,chembl
Metz_2011_0625,Metz_2011_0622,2.1996,chembl
Metz_2011_0628,Metz_2011_0622,1.5276,chembl
Metz_2011_0630,Metz_2011_0622,1.6044,chembl
Metz_2011_0632,Metz_2011_0622,1.8744,chembl
Metz_2011_0628,Metz_2011_0625,1.44,chembl
Metz_2011_0632,Metz_2011_0625,1.7928,chembl
Metz_2011_0630,Metz_2011_0625,1.494,chembl
Metz_2011_0630,Metz_2011_0628,1.3782,chembl
Metz_2011_0767,Metz_2011_0628,1.3554,chembl
Metz_2011_0792,Metz_2011_0630,1.5882,chembl
Metz_2011_0632,Metz_2011_0630,1.5948,chembl
Metz_2011_0631,Metz_2011_0630,1.3914,chembl
Metz_2011_0793,Metz_2011_0630,1.3686,chembl
Metz_2011_0765,Metz_2011_0630,1.3542,chembl
Metz_2011_0768_0773,Metz_2011_0630,1.3518,chembl
Metz_2011_0767,Metz_2011_0631,1.8048,chembl
Metz_2011_0793,Metz_2011_0631,1.5798,chembl
Metz_2011_0768_0773,Metz_2011_0631,1.6554,chembl
Metz_2011_0632,Metz_2011_0631,1.4016,chembl
Metz_2011_0789,Metz_2011_0631,1.4322,chembl
Metz_2011_0794,Metz_2011_0631,1.4106,chembl
Metz_2011_0793,Metz_2011_0632,1.3728,chembl
Metz_2011_0640,Metz_2011_0635_0754,1.3716,chembl
Metz_2011_0726,Metz_2011_0635_0754,1.4166,chembl
Metz_2011_0708,Metz_2011_0635_0754,1.35,chembl
Metz_2011_0638,Metz_2011_0636,2.2728,chembl
Metz_2011_0703,Metz_2011_0636,2.2038,chembl
Metz_2011_0756,Metz_2011_0636,2.1624,chembl
Metz_2011_0637,Metz_2011_0636,2.0946,chembl
Metz_2011_0704,Metz_2011_0636,1.5192,chembl
Metz_2011_0758,Metz_2011_0636,1.4814,chembl
Metz_2011_0714,Metz_2011_0636,1.4472,chembl
Metz_2011_0669,Metz_2011_0636,1.4022,chembl
Metz_2011_0741,Metz_2011_0636,1.4352,chembl
Metz_2011_0738,Metz_2011_0636,1.4154,chembl
Metz_2011_0732,Metz_2011_0636,1.4118,chembl
Metz_2011_0735,Metz_2011_0636,1.3758,chembl
Metz_2011_0662,Metz_2011_0636,1.395,chembl
Metz_2011_0731,Metz_2011_0636,1.3908,chembl
Metz_2011_0756,Metz_2011_0637,2.7144,chembl
Metz_2011_0703,Metz_2011_0637,2.5458,chembl
Metz_2011_0638,Metz_2011_0637,2.3106,chembl
Metz_2011_0708,Metz_2011_0637,1.4802,chembl
Metz_2011_0704,Metz_2011_0637,1.4382,chembl
Metz_2011_0726,Metz_2011_0637,1.4202,chembl
Metz_2011_0758,Metz_2011_0637,1.3866,chembl
Metz_2011_0714,Metz_2011_0637,1.3818,chembl
Metz_2011_0735,Metz_2011_0637,1.356,chembl
Metz_2011_0738,Metz_2011_0637,1.3872,chembl
Metz_2011_0732,Metz_2011_0637,1.374,chembl
Metz_2011_0669,Metz_2011_0637,1.3548,chembl
Metz_2011_0741,Metz_2011_0637,1.3698,chembl
Metz_2011_0703,Metz_2011_0638,2.7042,chembl
Metz_2011_0756,Metz_2011_0638,2.5176,chembl
Metz_2011_0704,Metz_2011_0638,1.3596,chembl
Metz_2011_0702,Metz_2011_0640,1.5942,chembl
Metz_2011_0693,Metz_2011_0640,1.3512,chembl
Metz_2011_0669,Metz_2011_0662,2.4894,chembl
Metz_2011_0738,Metz_2011_0662,2.2446,chembl
Metz_2011_0731,Metz_2011_0662,2.3316,chembl
Metz_2011_0741,Metz_2011_0662,2.3064,chembl
Metz_2011_0714,Metz_2011_0662,2.2608,chembl
Metz_2011_0732,Metz_2011_0662,2.175,chembl
Metz_2011_0735,Metz_2011_0662,2.1228,chembl
Metz_2011_0704,Metz_2011_0662,2.1636,chembl
Metz_2011_0758,Metz_2011_0662,2.139,chembl
Metz_2011_0709,Metz_2011_0662,2.1966,chembl
Metz_2011_0743,Metz_2011_0662,2.0316,chembl
Metz_2011_0683,Metz_2011_0662,1.98,chembl
Metz_2011_0737,Metz_2011_0662,1.9464,chembl
Metz_2011_0733,Metz_2011_0662,1.9344,chembl
Metz_2011_0708,Metz_2011_0662,1.8096,chembl
Metz_2011_0734,Metz_2011_0662,1.851,chembl
Metz_2011_0736,Metz_2011_0662,1.9212,chembl
Metz_2011_0726,Metz_2011_0662,1.6332,chembl
Metz_2011_0724,Metz_2011_0662,1.845,chembl
Metz_2011_0664,Metz_2011_0662,1.7742,chembl
Metz_2011_0727,Metz_2011_0662,1.5126,chembl
Metz_2011_0747,Metz_2011_0662,1.3908,chembl
Metz_2011_0688,Metz_2011_0662,1.4184,chembl
Metz_2011_0676,Metz_2011_0662,1.401,chembl
Metz_2011_0730,Metz_2011_0662,1.401,chembl
Metz_2011_0699,Metz_2011_0662,1.4406,chembl
Metz_2011_0736,Metz_2011_0664,2.5542,chembl
Metz_2011_0734,Metz_2011_0664,2.3988,chembl
Metz_2011_0724,Metz_2011_0664,2.4546,chembl
Metz_2011_0737,Metz_2011_0664,2.3292,chembl
Metz_2011_0704,Metz_2011_0664,2.2572,chembl
Metz_2011_0714,Metz_2011_0664,2.2344,chembl
Metz_2011_0683,Metz_2011_0664,2.2134,chembl
Metz_2011_0733,Metz_2011_0664,2.1,chembl
Metz_2011_0735,Metz_2011_0664,2.2146,chembl
Metz_2011_0732,Metz_2011_0664,2.1732,chembl
Metz_2011_0743,Metz_2011_0664,2.04,chembl
Metz_2011_0738,Metz_2011_0664,2.1144,chembl
Metz_2011_0731,Metz_2011_0664,2.0856,chembl
Metz_2011_0758,Metz_2011_0664,2.0634,chembl
Metz_2011_0741,Metz_2011_0664,1.9764,chembl
Metz_2011_0709,Metz_2011_0664,1.9038,chembl
Metz_2011_0669,Metz_2011_0664,1.8474,chembl
Metz_2011_0688,Metz_2011_0664,1.644,chembl
Metz_2011_0747,Metz_2011_0664,1.7052,chembl
Metz_2011_0708,Metz_2011_0664,1.5492,chembl
Metz_2011_0726,Metz_2011_0664,1.4112,chembl
Metz_2011_0728,Metz_2011_0664,1.395,chembl
Metz_2011_0676,Metz_2011_0664,1.3638,chembl
Metz_2011_0730,Metz_2011_0664,1.3638,chembl
Metz_2011_0727,Metz_2011_0664,1.3704,chembl
Metz_2011_0738,Metz_2011_0669,2.5452,chembl
Metz_2011_0741,Metz_2011_0669,2.4654,chembl
Metz_2011_0732,Metz_2011_0669,2.3064,chembl
Metz_2011_0714,Metz_2011_0669,2.199,chembl
Metz_2011_0731,Metz_2011_0669,2.22,chembl
Metz_2011_0709,Metz_2011_0669,2.2446,chembl
Metz_2011_0735,Metz_2011_0669,2.1228,chembl
Metz_2011_0758,Metz_2011_0669,2.1462,chembl
Metz_2011_0736,Metz_2011_0669,2.0958,chembl
Metz_2011_0704,Metz_2011_0669,2.103,chembl
Metz_2011_0733,Metz_2011_0669,1.9308,chembl
Metz_2011_0743,Metz_2011_0669,1.9332,chembl
Metz_2011_0683,Metz_2011_0669,1.926,chembl
Metz_2011_0734,Metz_2011_0669,1.8492,chembl
Metz_2011_0724,Metz_2011_0669,1.8984,chembl
Metz_2011_0708,Metz_2011_0669,1.7856,chembl
Metz_2011_0737,Metz_2011_0669,1.851,chembl
Metz_2011_0726,Metz_2011_0669,1.6368,chembl
Metz_2011_0747,Metz_2011_0669,1.4544,chembl
Metz_2011_0727,Metz_2011_0669,1.5414,chembl
Metz_2011_0756,Metz_2011_0669,1.3824,chembl
Metz_2011_0688,Metz_2011_0669,1.467,chembl
Metz_2011_0728,Metz_2011_0669,1.4106,chembl
Metz_2011_0676,Metz_2011_0669,1.4082,chembl
Metz_2011_0730,Metz_2011_0669,1.4082,chembl
Metz_2011_0699,Metz_2011_0669,1.4352,chembl
Metz_2011_0699,Metz_2011_0676,2.2104,chembl
Metz_2011_0728,Metz_2011_0676,2.2278,chembl
Metz_2011_0727,Metz_2011_0676,2.1366,chembl
Metz_2011_0688,Metz_2011_0676,1.4436,chembl
Metz_2011_0747,Metz_2011_0676,1.4622,chembl
Metz_2011_0733,Metz_2011_0676,1.5396,chembl
Metz_2011_0741,Metz_2011_0676,1.419,chembl
Metz_2011_0734,Metz_2011_0676,1.4874,chembl
Metz_2011_0708,Metz_2011_0676,1.5,chembl
Metz_2011_0704,Metz_2011_0676,1.4142,chembl
Metz_2011_0743,Metz_2011_0676,1.5294,chembl
Metz_2011_0732,Metz_2011_0676,1.3962,chembl
Metz_2011_0714,Metz_2011_0676,1.4046,chembl
Metz_2011_0735,Metz_2011_0676,1.356,chembl
Metz_2011_0731,Metz_2011_0676,1.413,chembl
Metz_2011_0724,Metz_2011_0676,1.404,chembl
Metz_2011_0737,Metz_2011_0676,1.4778,chembl
Metz_2011_0738,Metz_2011_0676,1.3614,chembl
Metz_2011_0758,Metz_2011_0676,1.371,chembl
Metz_2011_0736,Metz_2011_0676,1.4028,chembl
Metz_2011_0709,Metz_2011_0676,1.4142,chembl
Metz_2011_0683,Metz_2011_0676,1.3554,chembl
Metz_2011_0714,Metz_2011_0683,2.565,chembl
Metz_2011_0709,Metz_2011_0683,2.5176,chembl
Metz_2011_0704,Metz_2011_0683,2.4702,chembl
Metz_2011_0724,Metz_2011_0683,2.385,chembl
Metz_2011_0734,Metz_2011_0683,2.3994,chembl
Metz_2011_0737,Metz_2011_0683,2.373,chembl
Metz_2011_0731,Metz_2011_0683,2.3502,chembl
Metz_2011_0732,Metz_2011_0683,2.3262,chembl
Metz_2011_0735,Metz_2011_0683,2.2848,chembl
Metz_2011_0738,Metz_2011_0683,2.2314,chembl
Metz_2011_0733,Metz_2011_0683,2.091,chembl
Metz_2011_0743,Metz_2011_0683,2.0688,chembl
Metz_2011_0741,Metz_2011_0683,2.0982,chembl
Metz_2011_0758,Metz_2011_0683,2.0628,chembl
Metz_2011_0736,Metz_2011_0683,1.9008,chembl
Metz_2011_0726,Metz_2011_0683,1.5648,chembl
Metz_2011_0708,Metz_2011_0683,1.6464,chembl
Metz_2011_0747,Metz_2011_0683,1.5372,chembl
Metz_2011_0688,Metz_2011_0683,1.5486,chembl
Metz_2011_0727,Metz_2011_0683,1.4418,chembl
Metz_2011_0730,Metz_2011_0683,1.3554,chembl
Metz_2011_0699,Metz_2011_0683,1.3692,chembl
Metz_2011_0747,Metz_2011_0688,2.1834,chembl
Metz_2011_0724,Metz_2011_0688,1.8258,chembl
Metz_2011_0708,Metz_2011_0688,1.8534,chembl
Metz_2011_0726,Metz_2011_0688,1.5834,chembl
Metz_2011_0704,Metz_2011_0688,1.6458,chembl
Metz_2011_0736,Metz_2011_0688,1.5576,chembl
Metz_2011_0734,Metz_2011_0688,1.596,chembl
Metz_2011_0737,Metz_2011_0688,1.539,chembl
Metz_2011_0733,Metz_2011_0688,1.5204,chembl
Metz_2011_0714,Metz_2011_0688,1.6002,chembl
Metz_2011_0732,Metz_2011_0688,1.62,chembl
Metz_2011_0743,Metz_2011_0688,1.467,chembl
Metz_2011_0758,Metz_2011_0688,1.5498,chembl
Metz_2011_0741,Metz_2011_0688,1.5702,chembl
Metz_2011_0730,Metz_2011_0688,1.4436,chembl
Metz_2011_0735,Metz_2011_0688,1.5216,chembl
Metz_2011_0731,Metz_2011_0688,1.5264,chembl
Metz_2011_0738,Metz_2011_0688,1.5684,chembl
Metz_2011_0709,Metz_2011_0688,1.4538,chembl
Metz_2011_0728,Metz_2011_0688,1.461,chembl
Metz_2011_0727,Metz_2011_0688,1.3998,chembl
Metz_2011_0699,Metz_2011_0688,1.377,chembl
Metz_2011_0727,Metz_2011_0699,2.5128,chembl
Metz_2011_0730,Metz_2011_0699,2.2104,chembl
Metz_2011_0728,Metz_2011_0699,2.2344,chembl
Metz_2011_0747,Metz_2011_0699,1.4196,chembl
Metz_2011_0708,Metz_2011_0699,1.4976,chembl
Metz_2011_0704,Metz_2011_0699,1.4556,chembl
Metz_2011_0714,Metz_2011_0699,1.452,chembl
Metz_2011_0709,Metz_2011_0699,1.4262,chembl
Metz_2011_0731,Metz_2011_0699,1.4646,chembl
Metz_2011_0741,Metz_2011_0699,1.4142,chembl
Metz_2011_0758,Metz_2011_0699,1.3848,chembl
Metz_2011_0732,Metz_2011_0699,1.416,chembl
Metz_2011_0735,Metz_2011_0699,1.3896,chembl
Metz_2011_0733,Metz_2011_0699,1.3524,chembl
Metz_2011_0743,Metz_2011_0699,1.377,chembl
Metz_2011_0734,Metz_2011_0699,1.3572,chembl
Metz_2011_0737,Metz_2011_0699,1.3818,chembl
Metz_2011_0738,Metz_2011_0699,1.3788,chembl
Metz_2011_0724,Metz_2011_0699,1.374,chembl
Metz_2011_0756,Metz_2011_0703,2.3004,chembl
Metz_2011_0704,Metz_2011_0703,1.3746,chembl
Metz_2011_0714,Metz_2011_0704,2.8548,chembl
Metz_2011_0731,Metz_2011_0704,2.592,chembl
Metz_2011_0732,Metz_2011_0704,2.5632,chembl
Metz_2011_0735,Metz_2011_0704,2.4804,chembl
Metz_2011_0734,Metz_2011_0704,2.4396,chembl
Metz_2011_0737,Metz_2011_0704,2.4054,chembl
Metz_2011_0758,Metz_2011_0704,2.4174,chembl
Metz_2011_0724,Metz_2011_0704,2.4234,chembl
Metz_2011_0738,Metz_2011_0704,2.4492,chembl
Metz_2011_0741,Metz_2011_0704,2.3112,chembl
Metz_2011_0733,Metz_2011_0704,2.1162,chembl
Metz_2011_0743,Metz_2011_0704,2.088,chembl
Metz_2011_0709,Metz_2011_0704,2.0862,chembl
Metz_2011_0736,Metz_2011_0704,1.929,chembl
Metz_2011_0708,Metz_2011_0704,1.7868,chembl
Metz_2011_0726,Metz_2011_0704,1.5786,chembl
Metz_2011_0747,Metz_2011_0704,1.563,chembl
Metz_2011_0756,Metz_2011_0704,1.4316,chembl
Metz_2011_0727,Metz_2011_0704,1.5258,chembl
Metz_2011_0730,Metz_2011_0704,1.4142,chembl
Metz_2011_0728,Metz_2011_0704,1.3602,chembl
Metz_2011_0758,Metz_2011_0708,1.839,chembl
Metz_2011_0726,Metz_2011_0708,1.8216,chembl
Metz_2011_0741,Metz_2011_0708,1.8036,chembl
Metz_2011_0733,Metz_2011_0708,1.7502,chembl
Metz_2011_0743,Metz_2011_0708,1.7394,chembl
Metz_2011_0714,Metz_2011_0708,1.722,chembl
Metz_2011_0747,Metz_2011_0708,1.7604,chembl
Metz_2011_0709,Metz_2011_0708,1.7766,chembl
Metz_2011_0735,Metz_2011_0708,1.6746,chembl
Metz_2011_0736,Metz_2011_0708,1.6716,chembl
Metz_2011_0732,Metz_2011_0708,1.6788,chembl
Metz_2011_0731,Metz_2011_0708,1.7166,chembl
Metz_2011_0734,Metz_2011_0708,1.6446,chembl
Metz_2011_0738,Metz_2011_0708,1.6464,chembl
Metz_2011_0737,Metz_2011_0708,1.6392,chembl
Metz_2011_0724,Metz_2011_0708,1.6338,chembl
Metz_2011_0756,Metz_2011_0708,1.4328,chembl
Metz_2011_0727,Metz_2011_0708,1.6188,chembl
Metz_2011_0730,Metz_2011_0708,1.5,chembl
Metz_2011_0728,Metz_2011_0708,1.4526,chembl
Metz_2011_0736,Metz_2011_0709,2.1888,chembl
Metz_2011_0714,Metz_2011_0709,2.163,chembl
Metz_2011_0733,Metz_2011_0709,2.1216,chembl
Metz_2011_0743,Metz_2011_0709,2.1534,chembl
Metz_2011_0758,Metz_2011_0709,2.1336,chembl
Metz_2011_0724,Metz_2011_0709,2.0076,chembl
Metz_2011_0741,Metz_2011_0709,2.121,chembl
Metz_2011_0734,Metz_2011_0709,2.0082,chembl
Metz_2011_0737,Metz_2011_0709,2.0424,chembl
Metz_2011_0731,Metz_2011_0709,2.082,chembl
Metz_2011_0732,Metz_2011_0709,2.0088,chembl
Metz_2011_0735,Metz_2011_0709,1.9836,chembl
Metz_2011_0738,Metz_2011_0709,1.9404,chembl
Metz_2011_0726,Metz_2011_0709,1.5564,chembl
Metz_2011_0747,Metz_2011_0709,1.4292,chembl
Metz_2011_0727,Metz_2011_0709,1.506,chembl
Metz_2011_0730,Metz_2011_0709,1.4142,chembl
Metz_2011_0731,Metz_2011_0714,2.7132,chembl
Metz_2011_0732,Metz_2011_0714,2.6832,chembl
Metz_2011_0735,Metz_2011_0714,2.5956,chembl
Metz_2011_0738,Metz_2011_0714,2.5644,chembl
Metz_2011_0724,Metz_2011_0714,2.4138,chembl
Metz_2011_0734,Metz_2011_0714,2.406,chembl
Metz_2011_0737,Metz_2011_0714,2.3766,chembl
Metz_2011_0741,Metz_2011_0714,2.4156,chembl
Metz_2011_0758,Metz_2011_0714,2.3178,chembl
Metz_2011_0733,Metz_2011_0714,2.0898,chembl
Metz_2011_0743,Metz_2011_0714,2.0664,chembl
Metz_2011_0736,Metz_2011_0714,1.9122,chembl
